0	3.33013e+22	5.49453e+21	1.52348e+33
5.2272e+08	3.32719e+22	5.49322e+21	1.53998e+33
1.04544e+09	3.32599e+22	5.49198e+21	1.57644e+33
1.56816e+09	3.32675e+22	5.49398e+21	1.62531e+33
2.09088e+09	3.32254e+22	5.48985e+21	1.68726e+33
2.6136e+09	3.3192e+22	5.48686e+21	1.76111e+33
3.13632e+09	3.31857e+22	5.48826e+21	1.84565e+33
3.65904e+09	3.31725e+22	5.4869e+21	1.93837e+33
4.18176e+09	3.31122e+22	5.48165e+21	2.03771e+33
4.70448e+09	3.3082e+22	5.47906e+21	2.14349e+33
5.2272e+09	3.306e+22	5.47705e+21	2.25451e+33
5.74992e+09	3.30499e+22	5.47631e+21	2.37015e+33
6.27264e+09	3.30231e+22	5.47373e+21	2.48925e+33
6.79536e+09	3.30133e+22	5.47307e+21	2.61199e+33
7.31808e+09	3.29903e+22	5.47119e+21	2.73741e+33
7.8408e+09	3.29774e+22	5.46952e+21	2.86543e+33
8.36352e+09	3.29577e+22	5.46782e+21	2.99577e+33
8.88624e+09	3.29643e+22	5.47011e+21	3.12926e+33
9.40896e+09	3.29458e+22	5.46873e+21	3.26401e+33
9.93168e+09	3.2934e+22	5.46767e+21	3.40051e+33
1.04544e+10	3.29195e+22	5.4658e+21	3.53824e+33
1.09771e+10	3.2906e+22	5.46481e+21	3.67744e+33
1.14998e+10	3.28958e+22	5.46396e+21	3.81778e+33
1.20226e+10	3.28867e+22	5.46318e+21	3.95912e+33
1.25453e+10	3.28784e+22	5.46245e+21	4.10134e+33
1.3068e+10	3.28707e+22	5.46177e+21	4.24436e+33
1.35907e+10	3.28635e+22	5.46114e+21	4.38811e+33
1.41134e+10	3.2857e+22	5.46056e+21	4.53252e+33
1.46362e+10	3.28509e+22	5.46004e+21	4.67753e+33
1.51589e+10	3.28454e+22	5.45956e+21	4.82308e+33
1.56816e+10	3.28403e+22	5.45912e+21	4.96912e+33
1.62043e+10	3.28355e+22	5.45871e+21	5.11561e+33
1.6727e+10	3.28312e+22	5.45834e+21	5.2625e+33
1.72498e+10	3.28271e+22	5.458e+21	5.40977e+33
1.77725e+10	3.28235e+22	5.4577e+21	5.55738e+33
1.82952e+10	3.28203e+22	5.45744e+21	5.70531e+33
1.88179e+10	3.28176e+22	5.45724e+21	5.85354e+33
1.93406e+10	3.28152e+22	5.45708e+21	6.00204e+33
1.98634e+10	3.28131e+22	5.45696e+21	6.15079e+33
2.03861e+10	3.28109e+22	5.45686e+21	6.29978e+33
2.09088e+10	3.28077e+22	5.45664e+21	6.4489e+33
2.14315e+10	3.28043e+22	5.45635e+21	6.59818e+33
2.19542e+10	3.2801e+22	5.45605e+21	6.74762e+33
2.2477e+10	3.27978e+22	5.45575e+21	6.89722e+33
2.29997e+10	3.27949e+22	5.45547e+21	7.04697e+33
2.35224e+10	3.27921e+22	5.45521e+21	7.19687e+33
2.40451e+10	3.27895e+22	5.45496e+21	7.34691e+33
2.45678e+10	3.27871e+22	5.45474e+21	7.49708e+33
2.50906e+10	3.27848e+22	5.45453e+21	7.64737e+33
2.56133e+10	3.27826e+22	5.45433e+21	7.79776e+33
2.6136e+10	3.27806e+22	5.45414e+21	7.94827e+33
2.66587e+10	3.27787e+22	5.45396e+21	8.09888e+33
2.71814e+10	3.2777e+22	5.4538e+21	8.24958e+33
2.77042e+10	3.27754e+22	5.45365e+21	8.40037e+33
2.82269e+10	3.27741e+22	5.45352e+21	8.55126e+33
2.87496e+10	3.27733e+22	5.45344e+21	8.70225e+33
2.92723e+10	3.27736e+22	5.45347e+21	8.85338e+33
2.9795e+10	3.27776e+22	5.45395e+21	9.0049e+33
3.03178e+10	3.27769e+22	5.45392e+21	9.15613e+33
3.08405e+10	3.27701e+22	5.45322e+21	9.30697e+33
3.13632e+10	3.27664e+22	5.4529e+21	9.45811e+33
3.18859e+10	3.27639e+22	5.45268e+21	9.60938e+33
3.24086e+10	3.27618e+22	5.4525e+21	9.76073e+33
3.29314e+10	3.276e+22	5.45234e+21	9.91213e+33
3.34541e+10	3.27583e+22	5.4522e+21	1.00636e+34
3.39768e+10	3.27567e+22	5.45206e+21	1.02151e+34
3.44995e+10	3.27553e+22	5.45194e+21	1.03667e+34
3.50222e+10	3.27539e+22	5.45182e+21	1.05183e+34
3.5545e+10	3.27525e+22	5.4517e+21	1.06699e+34
3.60677e+10	3.27512e+22	5.45159e+21	1.08216e+34
3.65904e+10	3.275e+22	5.45149e+21	1.09733e+34
3.71131e+10	3.27488e+22	5.45138e+21	1.11251e+34
3.76358e+10	3.27476e+22	5.45128e+21	1.12769e+34
3.81586e+10	3.27465e+22	5.45119e+21	1.14287e+34
3.86813e+10	3.27454e+22	5.45109e+21	1.15806e+34
3.9204e+10	3.27443e+22	5.451e+21	1.17325e+34
3.97267e+10	3.27433e+22	5.45091e+21	1.18844e+34
4.02494e+10	3.27423e+22	5.45083e+21	1.20363e+34
4.07722e+10	3.27413e+22	5.45074e+21	1.21883e+34
4.12949e+10	3.27403e+22	5.45066e+21	1.23403e+34
4.18176e+10	3.27394e+22	5.45058e+21	1.24923e+34
4.23403e+10	3.27385e+22	5.45051e+21	1.26444e+34
4.2863e+10	3.27377e+22	5.45043e+21	1.27965e+34
4.33858e+10	3.27368e+22	5.45036e+21	1.29485e+34
4.39085e+10	3.2736e+22	5.45029e+21	1.31007e+34
4.44312e+10	3.27352e+22	5.45023e+21	1.32528e+34
4.49539e+10	3.27345e+22	5.45016e+21	1.34049e+34
