0.000	3.581689073e-01
0.500	3.916515363e-01
1.000	6.260067972e-01
1.500	1.507378914e+00
2.000	3.493593946e+00
2.500	5.211581889e+00
3.000	6.177837332e+00
3.500	9.519688542e+00
4.000	1.112899074e+01
4.500	1.523439700e+01
5.000	1.753317718e+01
5.500	2.111200118e+01
6.000	2.632881845e+01
6.500	3.135638794e+01
7.000	3.556273774e+01
7.500	3.866206658e+01
8.000	4.042445577e+01
8.500	4.067536322e+01
9.000	3.933161168e+01
9.500	3.641600174e+01
10.000	3.204872176e+01
10.500	2.671730730e+01
11.000	2.200316507e+01
11.500	1.911208303e+01
12.000	1.534204474e+01
12.500	1.204270448e+01
13.000	9.746558546e+00
13.500	7.135354168e+00
14.000	4.854338224e+00
14.500	3.978871558e+00
15.000	2.397190967e+00
15.500	1.074662927e+00
16.000	4.058562764e-01
16.500	1.251785368e-01
17.000	2.133436898e-02
17.500	2.192901110e-02
18.000	1.666460887e-01
18.500	5.622506498e-01
19.000	1.220141180e+00
19.500	1.802805623e+00
20.000	1.907353580e+00
20.500	1.645653329e+00
21.000	1.459953679e+00
21.500	1.898467111e+00
22.000	3.099526183e+00
22.500	3.733632028e+00
23.000	3.447717861e+00
23.500	4.180144215e+00
24.000	5.659415760e+00
24.500	5.489303703e+00
25.000	6.562454842e+00
25.500	7.768159300e+00
26.000	7.855807872e+00
26.500	9.816371152e+00
27.000	9.745575712e+00
27.500	1.188056934e+01
28.000	1.195613436e+01
28.500	1.394001599e+01
29.000	1.478409630e+01
29.500	1.567559911e+01
30.000	1.801848185e+01
30.500	1.850417419e+01
31.000	1.960572762e+01
31.500	2.216363573e+01
32.000	2.363449704e+01
32.500	2.397669459e+01
33.000	2.497498142e+01
33.500	2.743579015e+01
34.000	3.032520436e+01
34.500	3.251557741e+01
35.000	3.345767784e+01
35.500	3.301262110e+01
36.000	3.144550440e+01
36.500	2.952834617e+01
37.000	2.841226009e+01
37.500	2.871825452e+01
38.000	2.970979182e+01
38.500	3.010035570e+01
39.000	2.914238399e+01
39.500	2.704531465e+01
40.000	2.513598537e+01
40.500	2.468509860e+01
41.000	2.466810120e+01
41.500	2.329335483e+01
42.000	2.124282331e+01
42.500	2.066758636e+01
43.000	2.034095288e+01
43.500	1.837488216e+01
44.000	1.743252085e+01
44.500	1.722432981e+01
45.000	1.522817577e+01
45.500	1.495379461e+01
46.000	1.391562313e+01
46.500	1.264700393e+01
47.000	1.250092780e+01
47.500	1.079441272e+01
48.000	1.092862069e+01
48.500	9.212883539e+00
49.000	9.320168939e+00
49.500	7.908902370e+00
50.000	7.562226917e+00
50.500	7.049002586e+00
51.000	5.753025502e+00
51.500	6.118888012e+00
52.000	4.939014547e+00
52.500	4.194652530e+00
53.000	4.561918838e+00
53.500	3.692542683e+00
54.000	2.721013845e+00
54.500	2.879340918e+00
55.000	3.029058798e+00
55.500	2.302721151e+00
56.000	1.526703508e+00
56.500	1.312411644e+00
57.000	1.634139862e+00
