57.500	1.871950776e+00
58.000	1.628499098e+00
58.500	1.201466127e+00
59.000	8.607173896e-01
59.500	6.464957932e-01
60.000	5.870795335e-01
60.500	8.391045903e-01
61.000	1.580757513e+00
61.500	2.434249037e+00
62.000	2.590651918e+00
62.500	2.251618288e+00
63.000	2.466035827e+00
63.500	3.715035091e+00
64.000	4.326466096e+00
64.500	3.999719452e+00
65.000	5.083443524e+00
65.500	6.147260676e+00
66.000	5.878614764e+00
66.500	7.545682756e+00
67.000	7.738320346e+00
67.500	8.737445344e+00
68.000	9.700210364e+00
68.500	1.039457400e+01
69.000	1.153396680e+01
69.500	1.257805731e+01
70.000	1.322987258e+01
70.500	1.518121552e+01
71.000	1.522223416e+01
71.500	1.718307226e+01
72.000	1.855635518e+01
72.500	1.876788693e+01
73.000	2.066999808e+01
73.500	2.276861305e+01
74.000	2.332211785e+01
74.500	2.368239360e+01
75.000	2.546089396e+01
75.500	2.810102376e+01
76.000	3.014373450e+01
76.500	3.090702384e+01
77.000	3.044812558e+01
77.500	2.947785381e+01
78.000	2.912978398e+01
78.500	3.015430478e+01
79.000	3.224790804e+01
79.500	3.455904342e+01
80.000	3.637589770e+01
80.500	3.723417221e+01
81.000	3.684478320e+01
81.500	3.503298799e+01
82.000	3.175182267e+01
82.500	2.736519636e+01
83.000	2.327216043e+01
83.500	2.090774109e+01
84.000	1.826270528e+01
84.500	1.468775449e+01
85.000	1.321083712e+01
85.500	1.006734221e+01
86.000	8.957048770e+00
86.500	6.215424800e+00
87.000	5.432791640e+00
87.500	4.053128696e+00
88.000	2.302106380e+00
88.500	1.570979909e+00
89.000	1.368578880e+00
89.500	1.095541644e+00
90.000	9.297086702e-01
90.500	1.168407901e+00
91.000	1.902412837e+00
91.500	3.869583517e+00
92.000	8.377981396e+00
92.500	1.178227951e+01
93.000	1.852732492e+01
93.500	2.463251622e+01
94.000	3.086079098e+01
94.500	3.801725598e+01
95.000	4.639477274e+01
95.500	5.594951488e+01
96.000	6.543321912e+01
96.500	7.303807037e+01
97.000	8.287930656e+01
97.500	9.356431673e+01
98.000	1.044859961e+02
98.500	1.145428366e+02
99.000	1.283260415e+02
99.500	1.432792723e+02
100.000	1.572075091e+02
100.500	1.693747067e+02
101.000	1.798446280e+02
101.500	1.900878276e+02
102.000	2.031132361e+02
102.500	2.201087756e+02
103.000	2.346463722e+02
103.500	2.501317794e+02
104.000	2.664300968e+02
104.500	2.848145674e+02
105.000	2.992641491e+02
105.500	3.158802404e+02
106.000	3.374383359e+02
106.500	3.627402911e+02
107.000	3.913623971e+02
107.500	4.252278047e+02
108.000	4.652196247e+02
108.500	5.009934693e+02
109.000	5.442626957e+02
109.500	5.836871831e+02
110.000	6.202512992e+02
110.500	6.561806630e+02
111.000	6.904364082e+02
111.500	7.193060652e+02
112.000	7.452678718e+02
112.500	7.789702345e+02
113.000	8.088489539e+02
113.500	8.433019924e+02
114.000	8.718011748e+02
114.500	9.075733986e+02
115.000	9.479080259e+02
115.500	9.860035807e+02
116.000	1.019773948e+03
116.500	1.050542851e+03
117.000	1.083849386e+03
117.500	1.126075772e+03
118.000	1.169043986e+03
118.500	1.206631690e+03
119.000	1.251636360e+03
119.500	1.294662915e+03
120.000	1.331360319e+03
120.500	1.373082307e+03
121.000	1.424443061e+03
121.500	1.485757197e+03
122.000	1.557724414e+03
122.500	1.633620252e+03
123.000	1.701139028e+03
123.500	1.780281598e+03
124.000	1.858330326e+03
124.500	1.927518788e+03
125.000	1.988194723e+03
