0	3.29117e+22	5.37367e+21	8.78553e+32
1.5552e+08	3.29104e+22	5.37361e+21	8.78615e+32
3.1104e+08	3.29096e+22	5.37359e+21	8.78723e+32
4.6656e+08	3.29092e+22	5.37361e+21	8.78877e+32
6.2208e+08	3.29089e+22	5.37362e+21	8.79074e+32
7.776e+08	3.29081e+22	5.37359e+21	8.79309e+32
9.3312e+08	3.29065e+22	5.37347e+21	8.79577e+32
1.08864e+09	3.29046e+22	5.37331e+21	8.79884e+32
1.24416e+09	3.29028e+22	5.37315e+21	8.80235e+32
1.39968e+09	3.29014e+22	5.37302e+21	8.80633e+32
1.5552e+09	3.29003e+22	5.37292e+21	8.81079e+32
1.71072e+09	3.28995e+22	5.37286e+21	8.81574e+32
1.86624e+09	3.28991e+22	5.37284e+21	8.82118e+32
2.02176e+09	3.2899e+22	5.37285e+21	8.82709e+32
2.17728e+09	3.2899e+22	5.37286e+21	8.83345e+32
2.3328e+09	3.28978e+22	5.37272e+21	8.84007e+32
2.48832e+09	3.28957e+22	5.37246e+21	8.847e+32
2.64384e+09	3.28941e+22	5.37221e+21	8.85438e+32
2.79936e+09	3.28939e+22	5.37199e+21	8.86221e+32
2.95488e+09	3.28943e+22	5.37161e+21	8.87029e+32
3.1104e+09	3.2889e+22	5.37116e+21	8.87872e+32
3.26592e+09	3.28847e+22	5.37096e+21	8.88788e+32
3.42144e+09	3.28821e+22	5.37082e+21	8.89752e+32
3.57696e+09	3.28803e+22	5.37071e+21	8.90761e+32
3.73248e+09	3.28788e+22	5.3706e+21	8.91813e+32
3.888e+09	3.28775e+22	5.3705e+21	8.92906e+32
4.04352e+09	3.28764e+22	5.3704e+21	8.9404e+32
4.19904e+09	3.28754e+22	5.37031e+21	8.95215e+32
4.35456e+09	3.28745e+22	5.37022e+21	8.9643e+32
4.51008e+09	3.28738e+22	5.37013e+21	8.97684e+32
4.6656e+09	3.28733e+22	5.37005e+21	8.98979e+32
4.82112e+09	3.28731e+22	5.36999e+21	9.00313e+32
4.97664e+09	3.28733e+22	5.36995e+21	9.01688e+32
5.13216e+09	3.2874e+22	5.36996e+21	9.03106e+32
5.28768e+09	3.28744e+22	5.37004e+21	9.04569e+32
5.4432e+09	3.28737e+22	5.3701e+21	9.06066e+32
5.59872e+09	3.28721e+22	5.37006e+21	9.07588e+32
5.75424e+09	3.28701e+22	5.36994e+21	9.09134e+32
5.90976e+09	3.28678e+22	5.36977e+21	9.10708e+32
6.06528e+09	3.28654e+22	5.36956e+21	9.12313e+32
6.2208e+09	3.28632e+22	5.36936e+21	9.1395e+32
6.37632e+09	3.28614e+22	5.36918e+21	9.15624e+32
6.53184e+09	3.28603e+22	5.36906e+21	9.17335e+32
6.68736e+09	3.28602e+22	5.36903e+21	9.19088e+32
6.84288e+09	3.28632e+22	5.36923e+21	9.20899e+32
6.9984e+09	3.28998e+22	5.37195e+21	9.23048e+32
7.15392e+09	3.28194e+22	5.36067e+21	9.23505e+32
7.30944e+09	3.2813e+22	5.36056e+21	9.25358e+32
7.46496e+09	3.28103e+22	5.36046e+21	9.27238e+32
7.62048e+09	3.28083e+22	5.36036e+21	9.29141e+32
7.776e+09	3.28066e+22	5.36026e+21	9.31067e+32
7.93152e+09	3.28049e+22	5.36016e+21	9.33012e+32
8.08704e+09	3.28033e+22	5.36007e+21	9.34974e+32
8.24256e+09	3.28018e+22	5.35998e+21	9.36953e+32
8.39808e+09	3.28004e+22	5.3599e+21	9.38945e+32
8.5536e+09	3.27992e+22	5.35983e+21	9.40946e+32
8.70912e+09	3.27981e+22	5.35976e+21	9.42954e+32
8.86464e+09	3.27972e+22	5.35971e+21	9.44964e+32
9.02016e+09	3.27964e+22	5.35967e+21	9.46971e+32
9.17568e+09	3.27958e+22	5.35965e+21	9.48968e+32
9.3312e+09	3.27954e+22	5.35964e+21	9.5095e+32
9.48672e+09	3.27952e+22	5.35965e+21	9.52908e+32
9.64224e+09	3.27953e+22	5.35968e+21	9.54831e+32
9.79776e+09	3.27955e+22	5.35974e+21	9.56709e+32
9.95328e+09	3.27962e+22	5.35984e+21	9.58527e+32
1.01088e+10	3.27972e+22	5.35998e+21	9.60268e+32
